,model,dataset,question_id,answer_index
6377,Mistral-Nemo-Base-2407,crass,98,0
6378,Mistral-Nemo-Base-2407,crass,99,1
6379,Mistral-Nemo-Base-2407,crass,100,0
6380,Mistral-Nemo-Base-2407,crass,101,2
6381,Mistral-Nemo-Base-2407,crass,102,0
6382,Mistral-Nemo-Base-2407,crass,103,1
6383,Mistral-Nemo-Base-2407,crass,104,2
6384,Mistral-Nemo-Base-2407,crass,105,2
6385,Mistral-Nemo-Base-2407,crass,106,0
6386,Mistral-Nemo-Base-2407,crass,107,1
6387,Mistral-Nemo-Base-2407,crass,108,2
6388,Mistral-Nemo-Base-2407,crass,109,1
6389,Mistral-Nemo-Base-2407,crass,110,1
6390,Mistral-Nemo-Base-2407,crass,111,2
6391,Mistral-Nemo-Base-2407,crass,112,1
6392,Mistral-Nemo-Base-2407,crass,114,0
6393,Mistral-Nemo-Base-2407,crass,115,0
6394,Mistral-Nemo-Base-2407,crass,116,1
6395,Mistral-Nemo-Base-2407,crass,117,2
6396,Mistral-Nemo-Base-2407,crass,118,1
6397,Mistral-Nemo-Base-2407,crass,119,1
6398,Mistral-Nemo-Base-2407,crass,120,2
6399,Mistral-Nemo-Base-2407,crass,121,0
6400,Mistral-Nemo-Base-2407,crass,122,2
6401,Mistral-Nemo-Base-2407,crass,123,1
6402,Mistral-Nemo-Base-2407,crass,124,1
6403,Mistral-Nemo-Base-2407,crass,125,1
6404,Mistral-Nemo-Base-2407,crass,126,1
6405,Mistral-Nemo-Base-2407,crass,127,1
6406,Mistral-Nemo-Base-2407,crass,128,1
6407,Mistral-Nemo-Base-2407,crass,129,2
6408,Mistral-Nemo-Base-2407,crass,130,2
6409,Mistral-Nemo-Base-2407,crass,131,2
6410,Mistral-Nemo-Base-2407,crass,132,2
6411,Mistral-Nemo-Base-2407,crass,133,0
6412,Mistral-Nemo-Base-2407,crass,134,0
6413,Mistral-Nemo-Base-2407,crass,135,0
6414,Mistral-Nemo-Base-2407,crass,136,2
6415,Mistral-Nemo-Base-2407,crass,137,1
6416,Mistral-Nemo-Base-2407,crass,138,0
6417,Mistral-Nemo-Base-2407,crass,139,1
6418,Mistral-Nemo-Base-2407,crass,140,0
6419,Mistral-Nemo-Base-2407,crass,141,0
6420,Mistral-Nemo-Base-2407,crass,142,2
6421,Mistral-Nemo-Base-2407,crass,143,0
6422,Mistral-Nemo-Base-2407,crass,144,1
6423,Mistral-Nemo-Base-2407,crass,145,0
6424,Mistral-Nemo-Base-2407,crass,146,1
6425,Mistral-Nemo-Base-2407,crass,147,1
6426,Mistral-Nemo-Base-2407,crass,148,1
6427,Mistral-Nemo-Base-2407,crass,149,2
6428,Mistral-Nemo-Base-2407,crass,150,0
6429,Mistral-Nemo-Base-2407,crass,151,0
6430,Mistral-Nemo-Base-2407,crass,152,0
6431,Mistral-Nemo-Base-2407,crass,153,1
6432,Mistral-Nemo-Base-2407,crass,154,2
6433,Mistral-Nemo-Base-2407,crass,155,0
6434,Mistral-Nemo-Base-2407,crass,156,0
6435,Mistral-Nemo-Base-2407,crass,157,0
6436,Mistral-Nemo-Base-2407,crass,158,2
6437,Mistral-Nemo-Base-2407,crass,159,0
6438,Mistral-Nemo-Base-2407,crass,160,2
6439,Mistral-Nemo-Base-2407,crass,161,0
6440,Mistral-Nemo-Base-2407,crass,162,0
6441,Mistral-Nemo-Base-2407,crass,163,1
6442,Mistral-Nemo-Base-2407,crass,164,0
6443,Mistral-Nemo-Base-2407,crass,165,0
6444,Mistral-Nemo-Base-2407,crass,166,1
6445,Mistral-Nemo-Base-2407,crass,167,1
6446,Mistral-Nemo-Base-2407,crass,168,1
6447,Mistral-Nemo-Base-2407,crass,169,0
6448,Mistral-Nemo-Base-2407,crass,170,1
6449,Mistral-Nemo-Base-2407,crass,171,0
6450,Mistral-Nemo-Base-2407,crass,172,1
6451,Mistral-Nemo-Base-2407,crass,173,2
6452,Mistral-Nemo-Base-2407,crass,174,1
6453,Mistral-Nemo-Base-2407,crass,175,1
6454,Mistral-Nemo-Base-2407,crass,176,1
6455,Mistral-Nemo-Base-2407,crass,177,0
6456,Mistral-Nemo-Base-2407,crass,178,0
6457,Mistral-Nemo-Base-2407,crass,179,0
6458,Mistral-Nemo-Base-2407,crass,180,1
6459,Mistral-Nemo-Base-2407,crass,181,1
6460,Mistral-Nemo-Base-2407,crass,182,0
6461,Mistral-Nemo-Base-2407,crass,183,0
6462,Mistral-Nemo-Base-2407,crass,184,0
6463,Mistral-Nemo-Base-2407,crass,185,2
6464,Mistral-Nemo-Base-2407,crass,186,2
6465,Mistral-Nemo-Base-2407,crass,187,1
6466,Mistral-Nemo-Base-2407,crass,188,3
6467,Mistral-Nemo-Base-2407,crass,189,1
6468,Mistral-Nemo-Base-2407,crass,190,0
6469,Mistral-Nemo-Base-2407,crass,191,0
6470,Mistral-Nemo-Base-2407,crass,192,0
6471,Mistral-Nemo-Base-2407,crass,193,2
6472,Mistral-Nemo-Base-2407,crass,194,2
6473,Mistral-Nemo-Base-2407,crass,195,1
6474,Mistral-Nemo-Base-2407,crass,196,1
6475,Mistral-Nemo-Base-2407,crass,197,0
6476,Mistral-Nemo-Base-2407,crass,198,1
6477,Mistral-Nemo-Base-2407,crass,199,0
6478,Mistral-Nemo-Base-2407,crass,200,1
6479,Mistral-Nemo-Base-2407,crass,201,1
6480,Mistral-Nemo-Base-2407,crass,202,2
6481,Mistral-Nemo-Base-2407,crass,203,1
6482,Mistral-Nemo-Base-2407,crass,204,1
6483,Mistral-Nemo-Base-2407,crass,205,0
6484,Mistral-Nemo-Base-2407,crass,206,0
6485,Mistral-Nemo-Base-2407,crass,207,1
6486,Mistral-Nemo-Base-2407,crass,208,0
6487,Mistral-Nemo-Base-2407,crass,209,1
6488,Mistral-Nemo-Base-2407,crass,210,0
6489,Mistral-Nemo-Base-2407,crass,211,1
6490,Mistral-Nemo-Base-2407,crass,212,0
6491,Mistral-Nemo-Base-2407,crass,213,1
6492,Mistral-Nemo-Base-2407,crass,214,0
6493,Mistral-Nemo-Base-2407,crass,215,1
6494,Mistral-Nemo-Base-2407,crass,216,1
6495,Mistral-Nemo-Base-2407,crass,217,0
6496,Mistral-Nemo-Base-2407,crass,218,1
6497,Mistral-Nemo-Base-2407,crass,219,0
6498,Mistral-Nemo-Base-2407,crass,220,0
6499,Mistral-Nemo-Base-2407,crass,221,1
6500,Mistral-Nemo-Base-2407,crass,222,0
6501,Mistral-Nemo-Base-2407,crass,223,1
6502,Mistral-Nemo-Base-2407,crass,224,1
6503,Mistral-Nemo-Base-2407,crass,225,1
6504,Mistral-Nemo-Base-2407,crass,226,1
6505,Mistral-Nemo-Base-2407,crass,227,1
6506,Mistral-Nemo-Base-2407,crass,228,1
6507,Mistral-Nemo-Base-2407,crass,229,0
6508,Mistral-Nemo-Base-2407,crass,230,1
6509,Mistral-Nemo-Base-2407,crass,231,2
6510,Mistral-Nemo-Base-2407,crass,232,2
6511,Mistral-Nemo-Base-2407,crass,233,0
6512,Mistral-Nemo-Base-2407,crass,234,2
6513,Mistral-Nemo-Base-2407,crass,235,1
6514,Mistral-Nemo-Base-2407,crass,236,2
6515,Mistral-Nemo-Base-2407,crass,237,0
6516,Mistral-Nemo-Base-2407,crass,238,0
6517,Mistral-Nemo-Base-2407,crass,239,1
6518,Mistral-Nemo-Base-2407,crass,240,1
6519,Mistral-Nemo-Base-2407,crass,241,1
6520,Mistral-Nemo-Base-2407,crass,242,1
6521,Mistral-Nemo-Base-2407,crass,243,1
6522,Mistral-Nemo-Base-2407,crass,244,1
6523,Mistral-Nemo-Base-2407,crass,245,1
6524,Mistral-Nemo-Base-2407,crass,246,0
6525,Mistral-Nemo-Base-2407,crass,247,1
6526,Mistral-Nemo-Base-2407,crass,248,1
6527,Mistral-Nemo-Base-2407,crass,249,0
6528,Mistral-Nemo-Base-2407,crass,250,2
6529,Mistral-Nemo-Base-2407,crass,251,2
6530,Mistral-Nemo-Base-2407,crass,252,0
6531,Mistral-Nemo-Base-2407,crass,253,0
6532,Mistral-Nemo-Base-2407,crass,254,2
6533,Mistral-Nemo-Base-2407,crass,255,0
6534,Mistral-Nemo-Base-2407,crass,256,1
6535,Mistral-Nemo-Base-2407,crass,257,1
6536,Mistral-Nemo-Base-2407,crass,258,2
6537,Mistral-Nemo-Base-2407,crass,259,1
6538,Mistral-Nemo-Base-2407,crass,260,1
6539,Mistral-Nemo-Base-2407,crass,261,1
6540,Mistral-Nemo-Base-2407,crass,262,0
6541,Mistral-Nemo-Base-2407,crass,263,0
6542,Mistral-Nemo-Base-2407,crass,264,1
6543,Mistral-Nemo-Base-2407,crass,265,1
6544,Mistral-Nemo-Base-2407,crass,266,0
6545,Mistral-Nemo-Base-2407,crass,267,0
6546,Mistral-Nemo-Base-2407,crass,268,2
6547,Mistral-Nemo-Base-2407,crass,269,0
6548,Mistral-Nemo-Base-2407,crass,270,1
6549,Mistral-Nemo-Base-2407,crass,271,1
6550,Mistral-Nemo-Base-2407,crass,272,1
6551,Mistral-Nemo-Base-2407,crass,273,0
6552,Mistral-7B-Instruct-v0.1,crass,0,3
6553,Mistral-7B-Instruct-v0.1,crass,1,0
6554,Mistral-7B-Instruct-v0.1,crass,2,2
6555,Mistral-7B-Instruct-v0.1,crass,3,1
6556,Mistral-7B-Instruct-v0.1,crass,4,2
6557,Mistral-7B-Instruct-v0.1,crass,5,0
6558,Mistral-7B-Instruct-v0.1,crass,6,0
6559,Mistral-7B-Instruct-v0.1,crass,7,0
6560,Mistral-7B-Instruct-v0.1,crass,8,1
6561,Mistral-7B-Instruct-v0.1,crass,9,0
6562,Mistral-7B-Instruct-v0.1,crass,10,1
6563,Mistral-7B-Instruct-v0.1,crass,11,1
6564,Mistral-7B-Instruct-v0.1,crass,12,0
6565,Mistral-7B-Instruct-v0.1,crass,13,2
6566,Mistral-7B-Instruct-v0.1,crass,14,0
6567,Mistral-7B-Instruct-v0.1,crass,15,0
6568,Mistral-7B-Instruct-v0.1,crass,16,3
6569,Mistral-7B-Instruct-v0.1,crass,17,2
6570,Mistral-7B-Instruct-v0.1,crass,18,2
6571,Mistral-7B-Instruct-v0.1,crass,19,3
6572,Mistral-7B-Instruct-v0.1,crass,20,3
6573,Mistral-7B-Instruct-v0.1,crass,21,2
6574,Mistral-7B-Instruct-v0.1,crass,22,1
6575,Mistral-7B-Instruct-v0.1,crass,23,3
6576,Mistral-7B-Instruct-v0.1,crass,24,2
6577,Mistral-7B-Instruct-v0.1,crass,25,1
6578,Mistral-7B-Instruct-v0.1,crass,26,0
6579,Mistral-7B-Instruct-v0.1,crass,27,0
6580,Mistral-7B-Instruct-v0.1,crass,28,0
6581,Mistral-7B-Instruct-v0.1,crass,29,0
6582,Mistral-7B-Instruct-v0.1,crass,30,0
6583,Mistral-7B-Instruct-v0.1,crass,31,3
6584,Mistral-7B-Instruct-v0.1,crass,32,0
6585,Mistral-7B-Instruct-v0.1,crass,33,0
6586,Mistral-7B-Instruct-v0.1,crass,34,0
6587,Mistral-7B-Instruct-v0.1,crass,35,0
6588,Mistral-7B-Instruct-v0.1,crass,36,0
6589,Mistral-7B-Instruct-v0.1,crass,37,0
6590,Mistral-7B-Instruct-v0.1,crass,38,0
6591,Mistral-7B-Instruct-v0.1,crass,39,2
6592,Mistral-7B-Instruct-v0.1,crass,40,0
6593,Mistral-7B-Instruct-v0.1,crass,41,1
6594,Mistral-7B-Instruct-v0.1,crass,42,0
6595,Mistral-7B-Instruct-v0.1,crass,43,0
6596,Mistral-7B-Instruct-v0.1,crass,44,3
6597,Mistral-7B-Instruct-v0.1,crass,45,0
6598,Mistral-7B-Instruct-v0.1,crass,46,0
6599,Mistral-7B-Instruct-v0.1,crass,47,0
6600,Mistral-7B-Instruct-v0.1,crass,48,0
6601,Mistral-7B-Instruct-v0.1,crass,49,0
6602,Mistral-7B-Instruct-v0.1,crass,50,0
6603,Mistral-7B-Instruct-v0.1,crass,51,1
6604,Mistral-7B-Instruct-v0.1,crass,52,2
6605,Mistral-7B-Instruct-v0.1,crass,53,0
6606,Mistral-7B-Instruct-v0.1,crass,54,1
6607,Mistral-7B-Instruct-v0.1,crass,55,0
6608,Mistral-7B-Instruct-v0.1,crass,56,0
6609,Mistral-7B-Instruct-v0.1,crass,57,2
6610,Mistral-7B-Instruct-v0.1,crass,58,0
6611,Mistral-7B-Instruct-v0.1,crass,59,0
6612,Mistral-7B-Instruct-v0.1,crass,60,2
6613,Mistral-7B-Instruct-v0.1,crass,61,1
6614,Mistral-7B-Instruct-v0.1,crass,62,0
6615,Mistral-7B-Instruct-v0.1,crass,63,2
6616,Mistral-7B-Instruct-v0.1,crass,64,3
6617,Mistral-7B-Instruct-v0.1,crass,65,3
6618,Mistral-7B-Instruct-v0.1,crass,66,2
6619,Mistral-7B-Instruct-v0.1,crass,67,0
6620,Mistral-7B-Instruct-v0.1,crass,68,1
6621,Mistral-7B-Instruct-v0.1,crass,69,2
6622,Mistral-7B-Instruct-v0.1,crass,70,2
6623,Mistral-7B-Instruct-v0.1,crass,71,1
6624,Mistral-7B-Instruct-v0.1,crass,72,1
6625,Mistral-7B-Instruct-v0.1,crass,73,1
6626,Mistral-7B-Instruct-v0.1,crass,74,2
6627,Mistral-7B-Instruct-v0.1,crass,75,0
6628,Mistral-7B-Instruct-v0.1,crass,76,0
6629,Mistral-7B-Instruct-v0.1,crass,77,0
6630,Mistral-7B-Instruct-v0.1,crass,78,1
6631,Mistral-7B-Instruct-v0.1,crass,79,0
6632,Mistral-7B-Instruct-v0.1,crass,80,0
6633,Mistral-7B-Instruct-v0.1,crass,81,0
6634,Mistral-7B-Instruct-v0.1,crass,82,0
6635,Mistral-7B-Instruct-v0.1,crass,83,1
6636,Mistral-7B-Instruct-v0.1,crass,84,1
6637,Mistral-7B-Instruct-v0.1,crass,85,0
6638,Mistral-7B-Instruct-v0.1,crass,86,2
6639,Mistral-7B-Instruct-v0.1,crass,87,1
6640,Mistral-7B-Instruct-v0.1,crass,88,0
6641,Mistral-7B-Instruct-v0.1,crass,89,0
6642,Mistral-7B-Instruct-v0.1,crass,90,1
6643,Mistral-7B-Instruct-v0.1,crass,91,0
6644,Mistral-7B-Instruct-v0.1,crass,92,1
6645,Mistral-7B-Instruct-v0.1,crass,93,0
6646,Mistral-7B-Instruct-v0.1,crass,94,1
6647,Mistral-7B-Instruct-v0.1,crass,95,0
6648,Mistral-7B-Instruct-v0.1,crass,96,0
6649,Mistral-7B-Instruct-v0.1,crass,97,0
6650,Mistral-7B-Instruct-v0.1,crass,98,0
6651,Mistral-7B-Instruct-v0.1,crass,99,2
6652,Mistral-7B-Instruct-v0.1,crass,100,0
6653,Mistral-7B-Instruct-v0.1,crass,101,2
6654,Mistral-7B-Instruct-v0.1,crass,102,0
6655,Mistral-7B-Instruct-v0.1,crass,103,1
6656,Mistral-7B-Instruct-v0.1,crass,104,1
6657,Mistral-7B-Instruct-v0.1,crass,105,0
6658,Mistral-7B-Instruct-v0.1,crass,106,3
6659,Mistral-7B-Instruct-v0.1,crass,107,1
6660,Mistral-7B-Instruct-v0.1,crass,108,1
6661,Mistral-7B-Instruct-v0.1,crass,109,1
6662,Mistral-7B-Instruct-v0.1,crass,110,0
6663,Mistral-7B-Instruct-v0.1,crass,111,2
6664,Mistral-7B-Instruct-v0.1,crass,112,0
6665,Mistral-7B-Instruct-v0.1,crass,114,0
6666,Mistral-7B-Instruct-v0.1,crass,115,3
6667,Mistral-7B-Instruct-v0.1,crass,116,0
6668,Mistral-7B-Instruct-v0.1,crass,117,2
6669,Mistral-7B-Instruct-v0.1,crass,118,1
6670,Mistral-7B-Instruct-v0.1,crass,119,2
6671,Mistral-7B-Instruct-v0.1,crass,120,1
6672,Mistral-7B-Instruct-v0.1,crass,121,0
6673,Mistral-7B-Instruct-v0.1,crass,122,2
6674,Mistral-7B-Instruct-v0.1,crass,123,2
6675,Mistral-7B-Instruct-v0.1,crass,124,1
6676,Mistral-7B-Instruct-v0.1,crass,125,2
6677,Mistral-7B-Instruct-v0.1,crass,126,2
6678,Mistral-7B-Instruct-v0.1,crass,127,0
6679,Mistral-7B-Instruct-v0.1,crass,128,2
6680,Mistral-7B-Instruct-v0.1,crass,129,1
6681,Mistral-7B-Instruct-v0.1,crass,130,1
6682,Mistral-7B-Instruct-v0.1,crass,131,1
6683,Mistral-7B-Instruct-v0.1,crass,132,1
6684,Mistral-7B-Instruct-v0.1,crass,133,0
6685,Mistral-7B-Instruct-v0.1,crass,134,0
6686,Mistral-7B-Instruct-v0.1,crass,135,0
6687,Mistral-7B-Instruct-v0.1,crass,136,1
6688,Mistral-7B-Instruct-v0.1,crass,137,1
6689,Mistral-7B-Instruct-v0.1,crass,138,3
6690,Mistral-7B-Instruct-v0.1,crass,139,2
6691,Mistral-7B-Instruct-v0.1,crass,140,0
6692,Mistral-7B-Instruct-v0.1,crass,141,2
6693,Mistral-7B-Instruct-v0.1,crass,142,0
6694,Mistral-7B-Instruct-v0.1,crass,143,0
6695,Mistral-7B-Instruct-v0.1,crass,144,1
6696,Mistral-7B-Instruct-v0.1,crass,145,0
6697,Mistral-7B-Instruct-v0.1,crass,146,2
6698,Mistral-7B-Instruct-v0.1,crass,147,2
6699,Mistral-7B-Instruct-v0.1,crass,148,3
6700,Mistral-7B-Instruct-v0.1,crass,149,2
6701,Mistral-7B-Instruct-v0.1,crass,150,0
6702,Mistral-7B-Instruct-v0.1,crass,151,0
6703,Mistral-7B-Instruct-v0.1,crass,152,0
6704,Mistral-7B-Instruct-v0.1,crass,153,2
6705,Mistral-7B-Instruct-v0.1,crass,154,0
6706,Mistral-7B-Instruct-v0.1,crass,155,0
6707,Mistral-7B-Instruct-v0.1,crass,156,0
6708,Mistral-7B-Instruct-v0.1,crass,157,0
6709,Mistral-7B-Instruct-v0.1,crass,158,0
6710,Mistral-7B-Instruct-v0.1,crass,159,0
6711,Mistral-7B-Instruct-v0.1,crass,160,1
6712,Mistral-7B-Instruct-v0.1,crass,161,2
6713,Mistral-7B-Instruct-v0.1,crass,162,0
6714,Mistral-7B-Instruct-v0.1,crass,163,0
6715,Mistral-7B-Instruct-v0.1,crass,164,0
6716,Mistral-7B-Instruct-v0.1,crass,165,0
6717,Mistral-7B-Instruct-v0.1,crass,166,1
6718,Mistral-7B-Instruct-v0.1,crass,167,0
6719,Mistral-7B-Instruct-v0.1,crass,168,0
6720,Mistral-7B-Instruct-v0.1,crass,169,0
6721,Mistral-7B-Instruct-v0.1,crass,170,3
6722,Mistral-7B-Instruct-v0.1,crass,171,0
6723,Mistral-7B-Instruct-v0.1,crass,172,2
6724,Mistral-7B-Instruct-v0.1,crass,173,0
6725,Mistral-7B-Instruct-v0.1,crass,174,2
6726,Mistral-7B-Instruct-v0.1,crass,175,0
6727,Mistral-7B-Instruct-v0.1,crass,176,0
6728,Mistral-7B-Instruct-v0.1,crass,177,1
6729,Mistral-7B-Instruct-v0.1,crass,178,0
6730,Mistral-7B-Instruct-v0.1,crass,179,0
6731,Mistral-7B-Instruct-v0.1,crass,180,1
6732,Mistral-7B-Instruct-v0.1,crass,181,1
6733,Mistral-7B-Instruct-v0.1,crass,182,0
6734,Mistral-7B-Instruct-v0.1,crass,183,0
6735,Mistral-7B-Instruct-v0.1,crass,184,0
6736,Mistral-7B-Instruct-v0.1,crass,185,0
6737,Mistral-7B-Instruct-v0.1,crass,186,0
6738,Mistral-7B-Instruct-v0.1,crass,187,1
6739,Mistral-7B-Instruct-v0.1,crass,188,2
6740,Mistral-7B-Instruct-v0.1,crass,189,1
6741,Mistral-7B-Instruct-v0.1,crass,190,0
6742,Mistral-7B-Instruct-v0.1,crass,191,3
6743,Mistral-7B-Instruct-v0.1,crass,192,0
6744,Mistral-7B-Instruct-v0.1,crass,193,2
6745,Mistral-7B-Instruct-v0.1,crass,194,0
6746,Mistral-7B-Instruct-v0.1,crass,195,1
6747,Mistral-7B-Instruct-v0.1,crass,196,0
6748,Mistral-7B-Instruct-v0.1,crass,197,0
6749,Mistral-7B-Instruct-v0.1,crass,198,0
6750,Mistral-7B-Instruct-v0.1,crass,199,1
6751,Mistral-7B-Instruct-v0.1,crass,200,0
6752,Mistral-7B-Instruct-v0.1,crass,201,0
6753,Mistral-7B-Instruct-v0.1,crass,202,0
6754,Mistral-7B-Instruct-v0.1,crass,203,2
6755,Mistral-7B-Instruct-v0.1,crass,204,0
6756,Mistral-7B-Instruct-v0.1,crass,205,0
6757,Mistral-7B-Instruct-v0.1,crass,206,3
6758,Mistral-7B-Instruct-v0.1,crass,207,1
6759,Mistral-7B-Instruct-v0.1,crass,208,0
6760,Mistral-7B-Instruct-v0.1,crass,209,0
6761,Mistral-7B-Instruct-v0.1,crass,210,0
6762,Mistral-7B-Instruct-v0.1,crass,211,0
6763,Mistral-7B-Instruct-v0.1,crass,212,1
6764,Mistral-7B-Instruct-v0.1,crass,213,1
6765,Mistral-7B-Instruct-v0.1,crass,214,0
6766,Mistral-7B-Instruct-v0.1,crass,215,2
6767,Mistral-7B-Instruct-v0.1,crass,216,2
6768,Mistral-7B-Instruct-v0.1,crass,217,0
6769,Mistral-7B-Instruct-v0.1,crass,218,0
6770,Mistral-7B-Instruct-v0.1,crass,219,0
6771,Mistral-7B-Instruct-v0.1,crass,220,0
6772,Mistral-7B-Instruct-v0.1,crass,221,1
6773,Mistral-7B-Instruct-v0.1,crass,222,0
6774,Mistral-7B-Instruct-v0.1,crass,223,2
6775,Mistral-7B-Instruct-v0.1,crass,224,0
6776,Mistral-7B-Instruct-v0.1,crass,225,1
6777,Mistral-7B-Instruct-v0.1,crass,226,0
6778,Mistral-7B-Instruct-v0.1,crass,227,0
6779,Mistral-7B-Instruct-v0.1,crass,228,0
6780,Mistral-7B-Instruct-v0.1,crass,229,0
6781,Mistral-7B-Instruct-v0.1,crass,230,0
6782,Mistral-7B-Instruct-v0.1,crass,231,0
6783,Mistral-7B-Instruct-v0.1,crass,232,0
6784,Mistral-7B-Instruct-v0.1,crass,233,2
6785,Mistral-7B-Instruct-v0.1,crass,234,2
6786,Mistral-7B-Instruct-v0.1,crass,235,1
6787,Mistral-7B-Instruct-v0.1,crass,236,0
6788,Mistral-7B-Instruct-v0.1,crass,237,2
6789,Mistral-7B-Instruct-v0.1,crass,238,0
6790,Mistral-7B-Instruct-v0.1,crass,239,1
6791,Mistral-7B-Instruct-v0.1,crass,240,3
6792,Mistral-7B-Instruct-v0.1,crass,241,0
6793,Mistral-7B-Instruct-v0.1,crass,242,1
6794,Mistral-7B-Instruct-v0.1,crass,243,0
6795,Mistral-7B-Instruct-v0.1,crass,244,1
6796,Mistral-7B-Instruct-v0.1,crass,245,1
6797,Mistral-7B-Instruct-v0.1,crass,246,0
6798,Mistral-7B-Instruct-v0.1,crass,247,0
6799,Mistral-7B-Instruct-v0.1,crass,248,1
6800,Mistral-7B-Instruct-v0.1,crass,249,1
6801,Mistral-7B-Instruct-v0.1,crass,250,1
6802,Mistral-7B-Instruct-v0.1,crass,251,0
6803,Mistral-7B-Instruct-v0.1,crass,252,0
6804,Mistral-7B-Instruct-v0.1,crass,253,0
6805,Mistral-7B-Instruct-v0.1,crass,254,1
6806,Mistral-7B-Instruct-v0.1,crass,255,0
6807,Mistral-7B-Instruct-v0.1,crass,256,0
6808,Mistral-7B-Instruct-v0.1,crass,257,0
6809,Mistral-7B-Instruct-v0.1,crass,258,2
6810,Mistral-7B-Instruct-v0.1,crass,259,0
6811,Mistral-7B-Instruct-v0.1,crass,260,0
6812,Mistral-7B-Instruct-v0.1,crass,261,0
6813,Mistral-7B-Instruct-v0.1,crass,262,0
6814,Mistral-7B-Instruct-v0.1,crass,263,0
6815,Mistral-7B-Instruct-v0.1,crass,264,2
6816,Mistral-7B-Instruct-v0.1,crass,265,1
6817,Mistral-7B-Instruct-v0.1,crass,266,0
6818,Mistral-7B-Instruct-v0.1,crass,267,0
6819,Mistral-7B-Instruct-v0.1,crass,268,0
6820,Mistral-7B-Instruct-v0.1,crass,269,0
6821,Mistral-7B-Instruct-v0.1,crass,270,0
6822,Mistral-7B-Instruct-v0.1,crass,271,0
6823,Mistral-7B-Instruct-v0.1,crass,272,1
6824,Mistral-7B-Instruct-v0.1,crass,273,0
6825,bloom-7b1,crass,0,2
6826,bloom-7b1,crass,1,2
6827,bloom-7b1,crass,2,3
6828,bloom-7b1,crass,3,3
6829,bloom-7b1,crass,4,2
6830,bloom-7b1,crass,5,1
6831,bloom-7b1,crass,6,0
6832,bloom-7b1,crass,7,2
6833,bloom-7b1,crass,8,3
6834,bloom-7b1,crass,9,3
6835,bloom-7b1,crass,10,0
6836,bloom-7b1,crass,11,2
6837,bloom-7b1,crass,12,0
6838,bloom-7b1,crass,13,3
6839,bloom-7b1,crass,14,3
6840,bloom-7b1,crass,15,3
6841,bloom-7b1,crass,16,2
6842,bloom-7b1,crass,17,3
6843,bloom-7b1,crass,18,3
6844,bloom-7b1,crass,19,1
6845,bloom-7b1,crass,20,1
6846,bloom-7b1,crass,21,1
6847,bloom-7b1,crass,22,3
6848,bloom-7b1,crass,23,1
6849,bloom-7b1,crass,24,3
6850,bloom-7b1,crass,25,0
6851,bloom-7b1,crass,26,2
6852,bloom-7b1,crass,27,0
6853,bloom-7b1,crass,28,2
6854,bloom-7b1,crass,29,0
6855,bloom-7b1,crass,30,2
6856,bloom-7b1,crass,31,1
6857,bloom-7b1,crass,32,0
6858,bloom-7b1,crass,33,0
6859,bloom-7b1,crass,34,3
6860,bloom-7b1,crass,35,3
6861,bloom-7b1,crass,36,2
6862,bloom-7b1,crass,37,2
6863,bloom-7b1,crass,38,3
6864,bloom-7b1,crass,39,2
6865,bloom-7b1,crass,40,0
6866,bloom-7b1,crass,41,3
6867,bloom-7b1,crass,42,0
6868,bloom-7b1,crass,43,0
6869,bloom-7b1,crass,44,3
6870,bloom-7b1,crass,45,2
6871,bloom-7b1,crass,46,1
6872,bloom-7b1,crass,47,0
6873,bloom-7b1,crass,48,0
6874,bloom-7b1,crass,49,2
6875,bloom-7b1,crass,50,0
6876,bloom-7b1,crass,51,3
6877,bloom-7b1,crass,52,1
6878,bloom-7b1,crass,53,0
6879,bloom-7b1,crass,54,3
6880,bloom-7b1,crass,55,2
6881,bloom-7b1,crass,56,2
6882,bloom-7b1,crass,57,3
6883,bloom-7b1,crass,58,1
6884,bloom-7b1,crass,59,3
6885,bloom-7b1,crass,60,3
6886,bloom-7b1,crass,61,3
6887,bloom-7b1,crass,62,2
6888,bloom-7b1,crass,63,2
6889,bloom-7b1,crass,64,2
6890,bloom-7b1,crass,65,2
6891,bloom-7b1,crass,66,2
6892,bloom-7b1,crass,67,2
6893,bloom-7b1,crass,68,2
6894,bloom-7b1,crass,69,3
6895,bloom-7b1,crass,70,2
6896,bloom-7b1,crass,71,0
6897,bloom-7b1,crass,72,0
6898,bloom-7b1,crass,73,0
6899,bloom-7b1,crass,74,2
6900,bloom-7b1,crass,75,0
6901,bloom-7b1,crass,76,0
6902,bloom-7b1,crass,77,0
6903,bloom-7b1,crass,78,0
6904,bloom-7b1,crass,79,3
6905,bloom-7b1,crass,80,0
6906,bloom-7b1,crass,81,2
6907,bloom-7b1,crass,82,2
6908,bloom-7b1,crass,83,0
6909,bloom-7b1,crass,84,3
6910,bloom-7b1,crass,85,0
6911,bloom-7b1,crass,86,3
6912,bloom-7b1,crass,87,3
6913,bloom-7b1,crass,88,0
6914,bloom-7b1,crass,89,0
6915,bloom-7b1,crass,90,3
6916,bloom-7b1,crass,91,0
6917,bloom-7b1,crass,92,0
6918,bloom-7b1,crass,93,1
6919,bloom-7b1,crass,94,0
6920,bloom-7b1,crass,95,3
6921,bloom-7b1,crass,96,2
6922,bloom-7b1,crass,97,2
6923,bloom-7b1,crass,98,0
